Name;SystemName;ApplicationDeadline;Attributes;Categories;CategoriesClone;CityAddress;CitybreakPackageId;Description;Directions;Duration;EventUrl;ExpirationDate;ExtensionData;ExternalSignupLink;ExternalSignupText;ForeignProductId;ForeignProductIds;GeoNode;Id;Image;ImageClone;ImageId;ImageIds;Images;Introduction;IsHighlight;Latitude;Link1Description;Link1Name;Link1Url;Link2Description;Link2Name;Link2Url;Link3Description;Link3Name;Link3Url;Longitude;MembershipRequired;Occasions;OrganizationId;OrganizerName;Other;ParentProductId;PhoneNumber;PhoneNumberBooking;POIs;PostalCode;Price;ProductReference;ProductType;PublishedDate;Relevance;RevisionDate;SignupRequired;Status;StreetAddress1;SupplierId;TemplateId;TrackingPixelUrl;UrlName;Website;Version
Sveriges Cirkusmuseum;Sveriges Cirkusmuseum;;Värde:Sveriges Cirkusmuseum| Värde:Sveriges enda cirkusmuseum hittar ni i Ingelsträde utanför Höganäs. | Värde:http://www.cirkusmuseum.net| Värde:museum, cirkus, exhibition, ausstellungen| Värde:Sek| Värde:Sveriges Cirkusmuseum| Värde:Här finner ni rekvisita som tillhört akrobater, lindansare, clowner och trollkarlar! Här finns allt från washingtontrapez till clowncyklar till en lindansarjacka från 1890-talet. Detta och mycket mer kan ni beskåda på Sveriges Cirkusmuseum. | Värde:56,185478172| Värde:12,63154149| Värde:Skolan Ingelsträde| Värde:Höganäs| Värde:263 91| Värde:0704-61 47 83| Url: http://images.citybreak.com/image.aspx?ImageId=2320934 ProducedBy: CopyrightBy: Höganäs kommun |Värde:+46| Värde:+46| Värde:042-21 70 01| Värde:0| Värde:40| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False| Värde:Fals...;Sevärdheter/besöksmål, Museer;Sevärdheter/besöksmål, Museer;Höganäs;;Här finner ni rekvisita som tillhört akrobater, lindansare, clowner och trollkarlar! Här finns allt från washingtontrapez till clowncyklar till en lindansarjacka från 1890-talet. Detta och mycket mer kan ni beskåda på Sveriges Cirkusmuseum. ;;;;;{};;;;[];Höganäs & Kullabygden;347815;Url: http://images.citybreak.com/image.aspx?ImageId=2320934 ProducedBy: CopyrightBy:Höganäs kommun Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2320934 ProducedBy: CopyrightBy:Höganäs kommun Keywords:;2320934;2320934;Url: http://images.citybreak.com/image.aspx?ImageId=2320934 ProducedBy: CopyrightBy:Höganäs kommun Keywords:;Sveriges enda cirkusmuseum hittar ni i Ingelsträde utanför Höganäs. ;False;56,185478172;;;;;;;;;;12,63154149;False;;532;;;;0704-61 47 83;042-21 70 01;;263 91;;;Product;2015-06-03 14:59:27;Regional;;False;Active;Skolan Ingelsträde;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347815&l=1&t=1;Sveriges_Cirkusmuseum_347815;http://www.cirkusmuseum.net;10
Farhults mölla och Möllehuset;Möllehuset;;Värde:Farhults mölla och Möllehuset| Värde:Sommargalleri med utställningar. Besök hemsidan för mer information om öppentider och utställningar. | Värde:http://www.farhultsbyaforening.se/webb/mollan.htm| Värde:Farhults Mölla| Värde:56,219573418| Värde:12,715677022| Värde:Höganäs| Värde:263 93| Värde:042-680 16| Url: http://images.citybreak.com/image.aspx?ImageId=2549589 ProducedBy: Alf Pettersson CopyrightBy: Kullens Hembygdsförening |Värde:+46| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Gallerier;Gallerier;Höganäs;;;;;;;{};;;;[];Höganäs & Kullabygden;347817;Url: http://images.citybreak.com/image.aspx?ImageId=2549589 ProducedBy: Alf Pettersson CopyrightBy:Kullens Hembygdsförening Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2549589 ProducedBy: Alf Pettersson CopyrightBy:Kullens Hembygdsförening Keywords:;2549589;2549589;Url: http://images.citybreak.com/image.aspx?ImageId=2549589 ProducedBy: Alf Pettersson CopyrightBy:Kullens Hembygdsförening Keywords:;Sommargalleri med utställningar. Besök hemsidan för mer information om öppentider och utställningar. ;False;56,219573418;;;;;;;;;;12,715677022;False;;532;;;;042-680 16;;;263 93;;;Product;2014-02-06 14:37:02;Regional;;False;Active;Farhults Mölla;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347817&l=1&t=1;Mollehuset_347817;http://www.farhultsbyaforening.se/webb/mollan.htm;9
Arilds kapell;Arilds kapell;;Värde:Arilds kapell| Värde:Kyrkan byggdes troligtvis av sillfiskare från Stubbarp och Flundrarp som använde denna plats för att lägga till med sina båtar. Kyrkans enkla byggstil tyder på att den är byggd av hantverksskickliga människor, men utan hjälp av yrkeskunniga kyrkbyggare.| Värde:Första gången Arilds kapell nämns i skrift är år 1556. Troligtvis har kapellet uppförts av de verksamma sillfiskarna från Stubbarp och Flundrarp som använde denna plats för att lägga till med sina båtar. Kyrkans enkla byggstil tyder på att den är byggd av hantverksskickliga människor, men utan hjälp av yrkeskunniga kyrkbyggare. 1737-44 gjordes en genomgripande restaurering och då skänktes också ett kyrkskepp av modellen Galeas. Det sägs att denna typ av skepp trafikerade mellan Helsingborg och Helsingör. En liten kyrkogård omger kapellet och där vilar endast ilandflutna drunknade människor.| Värde:http://www.brunnbykyrka.se| Värde:brunnby.forsamling@svenskakyrkan.se| Värde:S:t Arilds väg| Värde:263 7...;Kyrkor;Kyrkor;Nyhamnsläge;;Första gången Arilds kapell nämns i skrift är år 1556. Troligtvis har kapellet uppförts av de verksamma sillfiskarna från Stubbarp och Flundrarp som använde denna plats för att lägga till med sina båtar. Kyrkans enkla byggstil tyder på att den är byggd av hantverksskickliga människor, men utan hjälp av yrkeskunniga kyrkbyggare. 1737-44 gjordes en genomgripande restaurering och då skänktes också ett kyrkskepp av modellen Galeas. Det sägs att denna typ av skepp trafikerade mellan Helsingborg och Helsingör. En liten kyrkogård omger kapellet och där vilar endast ilandflutna drunknade människor.;;;;;{};;;;[];Höganäs & Kullabygden;347819;Url: http://images.citybreak.com/image.aspx?ImageId=2330205 ProducedBy: Cecilia Olla CopyrightBy:Höganäs kommun Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2330205 ProducedBy: Cecilia Olla CopyrightBy:Höganäs kommun Keywords:;2330205;2330205;Url: http://images.citybreak.com/image.aspx?ImageId=2330205 ProducedBy: Cecilia Olla CopyrightBy:Höganäs kommun Keywords:;Kyrkan byggdes troligtvis av sillfiskare från Stubbarp och Flundrarp som använde denna plats för att lägga till med sina båtar. Kyrkans enkla byggstil tyder på att den är byggd av hantverksskickliga människor, men utan hjälp av yrkeskunniga kyrkbyggare.;False;0;;;;;;;;;;0;False;;532;;;;;;;263 76;;;Product;2013-07-08 15:01:22;Regional;;False;Active;S:t Arilds väg;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347819&l=1&t=1;Arilds_kapell_347819;http://www.brunnbykyrka.se;7
Jonstorps kyrka;Jonstorps kyrka;;Värde:Jonstorps kyrka| Värde:Kyrkan är från 1200-talet och är byggd i romansk stil. Predikstol och altaruppsats 1690-talet. Det finns även en medeltida relikgömma i altaret.| Värde:http://www.svenskakyrkan.se/farhult-jonstorps-forsamling| Värde:56,228001543| Värde:12,671924829| Värde:Södåkravägen| Värde:Jonstorp| Värde:263 71| Värde:farhult.pastorat@svenskakyrkan.se| Värde:042-680 01 | Url: http://images.citybreak.com/image.aspx?ImageId=1244317 ProducedBy: CopyrightBy: |Värde:+46| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Kyrkor;Kyrkor;Jonstorp;;;;;;;{};;;;[];Höganäs & Kullabygden;347821;Url: http://images.citybreak.com/image.aspx?ImageId=1244317 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1244317 ProducedBy: CopyrightBy: Keywords:;1244317;1244317;Url: http://images.citybreak.com/image.aspx?ImageId=1244317 ProducedBy: CopyrightBy: Keywords:;Kyrkan är från 1200-talet och är byggd i romansk stil. Predikstol och altaruppsats 1690-talet. Det finns även en medeltida relikgömma i altaret.;False;56,228001543;;;;;;;;;;12,671924829;False;;532;;;;042-680 01 ;;;263 71;;;Product;2013-07-09 10:14:22;Regional;;False;Active;Södåkravägen;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347821&l=1&t=1;Jonstorps_kyrka_347821;http://www.svenskakyrkan.se/farhult-jonstorps-forsamling;6
Kullens fyr;Kullens fyr;;Värde:Kullens fyr| Värde:Kullens fyr, längst ut på Kullaberg, är Skandinaviens ljusstarkaste fyr i ett av världens mest trafikerade vatten. Den är belägen 78,5 meter över havet och kan ses på fem mils avstånd.| Värde:Kullens fyr är Sveriges högst belägna fyr och anlades 1561. Den har en hänförande utsikt och en dramatisk historia. Mer än 200 skepp har lidit skeppsbrott utanför hornet sedan 1750-talet och flera vrak finns fortfarande kvar på havsbotten. Det finns många historier om lokalbefolkningens öden och äventyr, med vrakplundring, bärgarlag, tragedier och hjältedåd. Kullens fyr är också en av Sveriges bästa platser att få syn på tumlare. I den renoverade fyren finns det även ett kafé där det bland annat serveras smörgåsar, hembakat och kaffe. Vill ni veta mer om fyren och dess historia finns det möjlighet att följa med på en guidad tur. För öppettider och mer information kan ni besöka vår hemsida. | Värde:http://www.kullensfyr.se | Värde:fyr, utställning, exhibiton, light house...;Göra, Sevärdheter/besöksmål, Arkitektur äldre, Kulturmiljö, Naturattraktion;Göra, Sevärdheter/besöksmål, Arkitektur äldre, Kulturmiljö, Naturattraktion;;;Kullens fyr är Sveriges högst belägna fyr och anlades 1561. Den har en hänförande utsikt och en dramatisk historia. Mer än 200 skepp har lidit skeppsbrott utanför hornet sedan 1750-talet och flera vrak finns fortfarande kvar på havsbotten. Det finns många historier om lokalbefolkningens öden och äventyr, med vrakplundring, bärgarlag, tragedier och hjältedåd. Kullens fyr är också en av Sveriges bästa platser att få syn på tumlare. I den renoverade fyren finns det även ett kafé där det bland annat serveras smörgåsar, hembakat och kaffe. Vill ni veta mer om fyren och dess historia finns det möjlighet att följa med på en guidad tur. För öppettider och mer information kan ni besöka vår hemsida. ;;;;;{};;;;[];Höganäs & Kullabygden;347823;Url: http://images.citybreak.com/image.aspx?ImageId=2507678 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2507678 ProducedBy: CopyrightBy: Keywords:;2507678;3106669,2507678;Url: http://images.citybreak.com/image.aspx?ImageId=3106669 ProducedBy: Foto Kullamannen CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2507678 ProducedBy: CopyrightBy: Keywords:;Kullens fyr, längst ut på Kullaberg, är Skandinaviens ljusstarkaste fyr i ett av världens mest trafikerade vatten. Den är belägen 78,5 meter över havet och kan ses på fem mils avstånd.;False;56,3012752;;;;;;;;;;12,4520267;False;;532;;;;(0)70 5822372;;;;;;Product;2015-06-03 15:52:24;Regional;;False;Active;Italienska vägen 323;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347823&l=1&t=1;Kullens_fyr_347823;http://www.kullensfyr.se ;20
Oscarsgården;Oscarsgården;;Värde:Oscarsgården| Värde:Krog i Mjöhult som serverar italiensk mat och pizza bakad i vedeldad stenugn. | Värde:Den italienska restaurangen har blivit välkänd främst för den goda pizzan bakad i vedugn, den vällagade pastan och den mysiga miljön. Fullständiga rättigheter och uteservering då vädret tillåter. Bordsbokning rekommenderas.| Värde:http://www.oscarsgarden.com| Värde:56,1802089| Värde:12,6948163| Värde:Lönhultsvägen 58| Värde:Mjöhult| Värde:263 94| Värde:krogen@oscarsgarden.se| Värde:042-653 37 | Url: http://images.citybreak.com/image.aspx?ImageId=2531624 ProducedBy: CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=2531632 ProducedBy: Oscarsgården i Mjöhult CopyrightBy: |Värde:+46| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Restaurang;Restaurang;Mjöhult;;Den italienska restaurangen har blivit välkänd främst för den goda pizzan bakad i vedugn, den vällagade pastan och den mysiga miljön. Fullständiga rättigheter och uteservering då vädret tillåter. Bordsbokning rekommenderas.;;;;;{};;;;[];Höganäs & Kullabygden;347829;Url: http://images.citybreak.com/image.aspx?ImageId=2531632 ProducedBy: Oscarsgården i Mjöhult CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2531632 ProducedBy: Oscarsgården i Mjöhult CopyrightBy: Keywords:;2531632;2531624,2531632;Url: http://images.citybreak.com/image.aspx?ImageId=2531624 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2531632 ProducedBy: Oscarsgården i Mjöhult CopyrightBy: Keywords:;Krog i Mjöhult som serverar italiensk mat och pizza bakad i vedeldad stenugn. ;False;56,1802089;;;;;;;;;;12,6948163;False;;532;;;;042-653 37 ;;;263 94;;;Product;2013-07-04 17:29:40;Regional;;False;Active;Lönhultsvägen 58;16609;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347829&l=1&t=1;Oscarsgarden_347829;http://www.oscarsgarden.com;14
Skogsbrynet;Skogsbrynet;;Värde:Skogsbrynet| Värde:Restaurang med medelhavsinspirerad meny. Lunchservering och fullständiga rättigheter. Restaurangen är öppet för bokning året om.| Värde:Festlokal för bland annat kalas, födelsedagar, och bröllop. | Värde:http://www.skogsbrynet.info| Värde:56,183364498| Värde:12,558048963| Värde:Lerbergsvägen 137| Värde:Höganäs| Värde:263 32| Värde:info@skogsbrynet.info| Värde:042-33 22 10| Url: http://images.citybreak.com/image.aspx?ImageId=1244329 ProducedBy: CopyrightBy: Skogsbrynet |Url: http://images.citybreak.com/image.aspx?ImageId=1244336 ProducedBy: CopyrightBy: Skogsbrynet |Url: http://images.citybreak.com/image.aspx?ImageId=1244324 ProducedBy: CopyrightBy: Skogsbrynet |Url: http://images.citybreak.com/image.aspx?ImageId=1244339 ProducedBy: CopyrightBy: Skogsbrynet |Värde:+46| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Restaurang;Restaurang;Höganäs;;Festlokal för bland annat kalas, födelsedagar, och bröllop. ;;;;;{};;;;[];Höganäs & Kullabygden;347831;Url: http://images.citybreak.com/image.aspx?ImageId=1244329 ProducedBy: CopyrightBy:Skogsbrynet Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1244329 ProducedBy: CopyrightBy:Skogsbrynet Keywords:;1244329;1244329,1244336,1244324,1244339;Url: http://images.citybreak.com/image.aspx?ImageId=1244329 ProducedBy: CopyrightBy:Skogsbrynet Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1244336 ProducedBy: CopyrightBy:Skogsbrynet Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1244324 ProducedBy: CopyrightBy:Skogsbrynet Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1244339 ProducedBy: CopyrightBy:Skogsbrynet Keywords:;Restaurang med medelhavsinspirerad meny. Lunchservering och fullständiga rättigheter. Restaurangen är öppet för bokning året om.;False;56,183364498;;;;;;;;;;12,558048963;False;;532;;;;042-33 22 10;;;263 32;;;Product;2013-07-05 11:16:23;Regional;;False;Active;Lerbergsvägen 137;16609;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347831&l=1&t=1;Skogsbrynet_347831;http://www.skogsbrynet.info;7
Kullabygdens Musteri;Kullabygdens Musteri;;Värde:Kullabygdens Musteri| Värde:Välkommen till Kullabygdens Musteri, det lilla musteriet mitt på Kullahalvön i Skåne. Här kan du handla Kullamust i olika varianter i Musteributiken. | Värde:Under hösten öppnar de även upp för äppelinlämning. Mustning är ett hantverk. Sedan 1929 har Kullabygdens Musteri stolta vårdat denna tradition av att kallpressa svenska, nyskördade äpplen till äpplemust. Hit kommer odlare och privatpersoner sedan generationer med sina nyskördade äpplen, som sorteras och kallpressas till must för att sedan tappas på flaskor. Smaken är naturens egen. Det tillsätts varken socker, vatten, konserveringsmedel eller färgämnen. Mustmästaren skapar Kullamusten med en frisk och balanserad sötma, en naturprodukt helt utan tillsatser. Bara naturliga råvaror! | Värde:http://www.kullamust.se| Värde:56,1782109| Värde:12,6776803| Värde:Mjöhultsvägen 354| Värde:Höganäs| Värde:263 93| Värde:info@kullamust.se| Värde:(0)42-651 00| Url: http://images.citybreak.com/image.aspx?Image...;Gårdsbutik;Gårdsbutik;Höganäs;;Under hösten öppnar de även upp för äppelinlämning. Mustning är ett hantverk. Sedan 1929 har Kullabygdens Musteri stolta vårdat denna tradition av att kallpressa svenska, nyskördade äpplen till äpplemust. Hit kommer odlare och privatpersoner sedan generationer med sina nyskördade äpplen, som sorteras och kallpressas till must för att sedan tappas på flaskor. Smaken är naturens egen. Det tillsätts varken socker, vatten, konserveringsmedel eller färgämnen. Mustmästaren skapar Kullamusten med en frisk och balanserad sötma, en naturprodukt helt utan tillsatser. Bara naturliga råvaror! ;;;;;{};;;;[];Höganäs & Kullabygden;347833;Url: http://images.citybreak.com/image.aspx?ImageId=2970324 ProducedBy: Foto Kullabygdens Musteri CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2970324 ProducedBy: Foto Kullabygdens Musteri CopyrightBy: Keywords:;2970324;2970323,2970324,2970327;Url: http://images.citybreak.com/image.aspx?ImageId=2970323 ProducedBy: Foto Kullabygdens Musteri CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2970324 ProducedBy: Foto Kullabygdens Musteri CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2970327 ProducedBy: Foto Kullabygdens Musteri CopyrightBy: Keywords:;Välkommen till Kullabygdens Musteri, det lilla musteriet mitt på Kullahalvön i Skåne. Här kan du handla Kullamust i olika varianter i Musteributiken. ;False;56,1782109;;;;;;;;;;12,6776803;False;;532;;;;(0)42-651 00;;;263 93;;;Product;2015-05-15 09:03:35;Regional;;False;Active;Mjöhultsvägen 354;16609;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347833&l=1&t=1;Kullabygdens_Musteri_347833;http://www.kullamust.se;12
Uthyrning av trampbåt i Höganäs hamn;Uthyrning av trampbåt i Höganäs hamn;;Värde:Uthyrning av trampbåt i Höganäs hamn| Värde:Maximal Marin Power har uthyrning av trampbåtar vid stranden i Höganäs Hamn.| Värde:För mer information, vänligen kontakta Dragan.| Värde:http://www.maxmpower.com| Värde:56,1983010155273| Värde:12,5494766235352| Värde:0708-12 26 84| Url: http://images.citybreak.com/image.aspx?ImageId=1244343 ProducedBy: CopyrightBy: Höganäs Turistbyrå |Värde:Höganäs hamnområde| Värde:+46| Värde:13| Värde:info@maxmpower.com | Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Övrigt, Sport & äventyr;Övrigt, Sport & äventyr;;;För mer information, vänligen kontakta Dragan.;;;;;{};;;;[];Höganäs & Kullabygden;347835;Url: http://images.citybreak.com/image.aspx?ImageId=1244343 ProducedBy: CopyrightBy:Höganäs Turistbyrå Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1244343 ProducedBy: CopyrightBy:Höganäs Turistbyrå Keywords:;1244343;1244343;Url: http://images.citybreak.com/image.aspx?ImageId=1244343 ProducedBy: CopyrightBy:Höganäs Turistbyrå Keywords:;Maximal Marin Power har uthyrning av trampbåtar vid stranden i Höganäs Hamn.;False;56,1983010155273;;;;;;;;;;12,5494766235352;False;;532;;;;0708-12 26 84;;;;;;Product;2013-07-08 14:27:16;Regional;;False;Active;Höganäs hamnområde;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347835&l=1&t=1;Uthyrning_av_trampbat_i_Hoganas_hamn_347835;http://www.maxmpower.com;8
Stadsvandringar - Kulturell friskvård;Stadsvandringar - Kulturell friskvård!;;Värde:Stadsvandringar - Kulturell friskvård| Värde:Guiden Gunnel Wounsch arrangerar stadsvandringar i Höganäs efter era intressen och önskemål.| Värde:Ta en promenad på lunchrasten. Eller varför inte på väg hem från jobbet? Gunnel Wounsch guidar utifrån era intressen och önskemål. Om så önskas arrangeras lunch på Bryggan efteråt eller får du med ett matpaket. Boka för säkerhets skull några dagar innan.| Värde:http://www.wounsch.com| Värde:56,1914244927546| Värde:12,568359375| Värde:gunnel_wounsch@hotmail.com| Värde:0708-33 69 29| Url: http://images.citybreak.com/image.aspx?ImageId=1244342 ProducedBy: CopyrightBy: Gunnel Wounsch |Värde:+46| Värde:8| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Guidad tur;Guidad tur;;;Ta en promenad på lunchrasten. Eller varför inte på väg hem från jobbet? Gunnel Wounsch guidar utifrån era intressen och önskemål. Om så önskas arrangeras lunch på Bryggan efteråt eller får du med ett matpaket. Boka för säkerhets skull några dagar innan.;;;;;{};;;;[];Höganäs & Kullabygden;347868;Url: http://images.citybreak.com/image.aspx?ImageId=1244342 ProducedBy: CopyrightBy:Gunnel Wounsch Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1244342 ProducedBy: CopyrightBy:Gunnel Wounsch Keywords:;1244342;1244342;Url: http://images.citybreak.com/image.aspx?ImageId=1244342 ProducedBy: CopyrightBy:Gunnel Wounsch Keywords:;Guiden Gunnel Wounsch arrangerar stadsvandringar i Höganäs efter era intressen och önskemål.;False;56,1914244927546;;;;;;;;;;12,568359375;False;;532;;;;0708-33 69 29;;;;;;Product;2013-07-08 14:46:04;Regional;;False;Active;;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=347868&l=1&t=1;Stadsvandringar_-_Kulturell_friskvard_347868;http://www.wounsch.com;6
